ID,Post_ID,Date,Comment,Sentiment,Time
529,P2,21/09/2024,"Sau đợt mưa lũ này, chúng ta cần đánh giá, rút kinh nghiệm để hoàn thiện hơn nữa các phương án phòng, chống thiên tai.",Neutral,12:00
530,P3,17/09/2024,"Ủy ban nhân dân Thành phố Hà Nội yêu cầu các đơn vị duy trì lực lượng, phương tiện ứng trực 24/24h để kịp thời xử lý các tình huống.",Positive,13:45
531,P1,17/09/2024,"Nước ngập sâu quá, mình không thể về nhà được, phải ở lại công ty, buồn quá!",Negative,15:30
532,P2,17/09/2024,"Mưa to, ngập đường, nhiều xe chết máy, giao thông ùn tắc.",Negative,17:15
533,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ người dân khắc phục hậu quả mưa lũ, sớm ổn định sản xuất, kinh doanh.",Neutral,19:00
534,P1,18/09/2024,"Cần gấp thuyền bè, áo phao để cứu hộ bà con ở khu vực Chương Mỹ, nước ngập đến mái nhà rồi!",Negative,20:45
535,P2,18/09/2024,"Mực nước sông Hồng, sông Đuống đang lên rất nhanh, nguy cơ tràn đê, vỡ đê là rất lớn.",Negative,22:30
536,P3,19/09/2024,"Phó Thủ tướng Lê Văn Thành chỉ đạo các địa phương tập trung bảo vệ an toàn tính mạng cho người dân, hạn chế thấp nhất thiệt hại do mưa lũ.",Positive,00:15
537,P1,19/09/2024,"Tinh thần “tương thân, tương ái”, “lá lành đùm lá rách” của dân tộc Việt Nam chúng ta thật đáng tự hào!",Positive,08:00
538,P2,19/09/2024,"Mưa lũ làm hư hỏng nhiều công trình giao thông, gây thiệt hại lớn về kinh tế.",Negative,09:45
539,P3,20/09/2024,"Cần có quy định cụ thể về trách nhiệm của các tổ chức, cá nhân trong việc đảm bảo an toàn cho các hồ chứa.",Neutral,11:30
540,P1,20/09/2024,"Có ai biết nhóm cứu trợ nào đang hoạt động ở khu vực Ba Vì không?",Neutral,13:15
541,P2,20/09/2024,"Sau mưa lũ, công tác vệ sinh môi trường cần được đặc biệt quan tâm, tránh để bùng phát dịch bệnh.",Positive,15:00
542,P3,21/09/2024,"Thành phố Hà Nội cần ban hành quy định về việc trồng cây xanh, bảo vệ cây xanh, góp phần chống ngập úng.",Neutral,16:45
543,P1,21/09/2024,"Các tổ chức, cá nhân, doanh nghiệp trong và ngoài nước đang tích cực ủng hộ, giúp đỡ nhân dân vùng lũ.",Positive,18:30
544,P2,21/09/2024,"Biến đổi khí hậu đang làm gia tăng tần suất và cường độ của thiên tai, đòi hỏi chúng ta phải có những giải pháp ứng phó hiệu quả hơn.",Neutral,20:15
545,P3,17/09/2024,"Bộ đội Biên phòng Thủ đô đã triển khai lực lượng, phương tiện giúp dân sơ tán khỏi vùng ngập lụt.",Positive,22:00
546,P1,17/09/2024,"Thương bà con vùng lũ quá, nhà cửa, tài sản bị nước cuốn trôi hết.",Negative,23:45
547,P2,17/09/2024,"Mưa lớn, kèm theo gió giật mạnh, rất nguy hiểm cho các phương tiện giao thông.",Negative,08:30
548,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ các hộ gia đình có người bị thương, mai táng cho các nạn nhân bị thiệt mạng do mưa lũ.",Neutral,10:15
549,P1,18/09/2024,"Cứu trợ khẩn cấp! Khu vực Phúc Thọ đang bị cô lập, cần hỗ trợ ngay lương thực, nước uống và thuốc men!",Negative,12:00
550,P2,18/09/2024,"Nước sông Nhuệ, sông Đáy dâng cao, tràn vào nhiều khu dân cư, nhiều xã bị ngập trắng.",Negative,13:45
551,P3,19/09/2024,"Tổng Bí thư Nguyễn Phú Trọng kêu gọi toàn Đảng, toàn dân, toàn quân phát huy tinh thần đoàn kết, chung sức, đồng lòng, vượt qua khó khăn do thiên tai.",Positive,15:30
552,P1,19/09/2024,"Các y, bác sĩ đang căng mình cứu chữa cho các nạn nhân bị thương do mưa lũ, thật đáng khâm phục!",Positive,17:15
553,P2,19/09/2024,"Mưa lũ làm sạt lở nhiều tuyến đường giao thông huyết mạch, gây khó khăn cho công tác cứu hộ, cứu trợ.",Negative,19:00
554,P3,20/09/2024,"Cần có biện pháp kiểm soát chặt chẽ việc xây dựng nhà cửa, công trình ở ven sông, suối, đồi núi, tránh nguy cơ sạt lở.",Neutral,20:45
555,P1,20/09/2024,"Hội Phụ nữ, Đoàn Thanh niên đang tổ chức quyên góp quần áo ấm, chăn màn cho bà con vùng lũ, mọi người cùng tham gia.",Positive,22:30
556,P2,20/09/2024,"Nước rút nhưng để lại một lớp bùn dày đặc, bốc mùi hôi thối, ảnh hưởng đến sức khỏe người dân.",Negative,00:15
557,P3,21/09/2024,"Thủ tướng Chính phủ yêu cầu Bộ Tài nguyên và Môi trường nghiên cứu, đề xuất các giải pháp nâng cao chất lượng dự báo, cảnh báo thiên tai.",Neutral,08:00
558,P1,21/09/2024,"Các cơ quan báo chí, truyền thông cần tiếp tục đẩy mạnh tuyên truyền, nâng cao ý thức, trách nhiệm của người dân về phòng, chống thiên tai.",Neutral,09:45
559,P2,21/09/2024,"Chúng ta cần tăng cường hợp tác quốc tế trong lĩnh vực phòng, chống thiên tai, ứng phó với biến đổi khí hậu.",Neutral,11:30
560,P3,17/09/2024,"Công an thành phố Hà Nội đã triển khai các đội cứu hộ, cứu nạn, sẵn sàng ứng cứu khi có tình huống xảy ra.",Positive,13:15
561,P1,17/09/2024,"Nước ngập khắp nơi, không đi chợ được, đồ ăn trong nhà cũng sắp hết, lo quá!",Negative,15:00
562,P2,17/09/2024,"Mưa to, gió lớn làm nhiều cây xanh trên các tuyến phố bị gãy đổ, gây cản trở giao thông.",Negative,16:45
563,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ các hộ dân di dời, tái định cư ở những khu vực có nguy cơ cao về thiên tai.",Neutral,18:30
564,P1,18/09/2024,"Cần gấp xuồng cao su, phao cứu sinh để cứu hộ bà con ở khu vực Quốc Oai, nước ngập đến tận mái nhà rồi!",Negative,20:15
565,P2,18/09/2024,"Mưa lớn làm mực nước các hồ chứa dâng cao, các đơn vị quản lý hồ chứa cần theo dõi chặt chẽ, có phương án xả lũ an toàn.",Neutral,22:00
566,P3,19/09/2024,"Chủ tịch Quốc hội Vương Đình Huệ yêu cầu các địa phương tập trung đảm bảo an toàn cho hệ thống đê điều, hồ đập.",Neutral,23:45
567,P1,19/09/2024,"Những tấm gương cán bộ, đảng viên gương mẫu, đi đầu trong công tác phòng, chống lũ lụt thật đáng biểu dương!",Positive,08:30
568,P2,19/09/2024,"Mưa lũ làm hư hỏng nhiều công trình công cộng, thiệt hại về kinh tế là vô cùng to lớn.",Negative,10:15
569,P3,20/09/2024,"Cần có biện pháp bảo vệ rừng, trồng rừng đầu nguồn để hạn chế lũ lụt, sạt lở đất.",Neutral,12:00
570,P1,20/09/2024,"Có ai biết ở đâu đang phát đồ ăn miễn phí không, nhà mình hết sạch đồ ăn rồi?",Neutral,13:45
571,P2,20/09/2024,"Sau mưa lũ, rác thải trôi nổi khắp nơi, cần sớm được thu gom, xử lý để đảm bảo vệ sinh môi trường.",Positive,15:30
572,P3,21/09/2024,"Chính phủ đã quyết định hỗ trợ khẩn cấp cho các địa phương bị thiệt hại nặng nề do mưa lũ, trong đó có Hà Nội.",Positive,17:15
573,P1,21/09/2024,"Các tổ chức, cá nhân đang tích cực vận động, quyên góp tiền, hàng hóa để hỗ trợ đồng bào vùng lũ.",Positive,19:00
574,P2,21/09/2024,"Biến đổi khí hậu đang làm cho thiên tai ngày càng trở nên cực đoan, khó lường, đòi hỏi chúng ta phải luôn luôn sẵn sàng ứng phó.",Neutral,20:45
575,P3,17/09/2024,"Bộ Chỉ huy quân sự thành phố Hà Nội đã điều động lực lượng, phương tiện giúp dân sơ tán khỏi vùng ngập úng.",Positive,22:30
576,P1,17/09/2024,"Mưa to, nước dâng cao, nhiều gia đình phải sơ tán lên chỗ cao hơn, khổ quá!",Negative,00:15
577,P2,17/09/2024,"Mưa lớn khiến tầm nhìn hạn chế, các phương tiện giao thông cần di chuyển chậm, đảm bảo an toàn.",Negative,08:00
578,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ các hộ dân bị thiệt hại về hoa màu, gia súc, gia cầm do mưa lũ.",Neutral,09:45
579,P1,18/09/2024,"Cần cứu trợ khẩn cấp cho bà con ở khu vực Đan Phượng, nhiều người đang thiếu đói!",Negative,11:30
580,P2,18/09/2024,"Nước sông Hồng, sông Đáy dâng cao, tràn qua nhiều tuyến đê, gây ngập lụt nhiều xã ở ngoại thành Hà Nội.",Negative,13:15
581,P3,19/09/2024,"Thủ tướng Chính phủ chỉ đạo các địa phương phải đảm bảo đủ lương thực, thực phẩm, nước uống, thuốc men cho người dân vùng lũ.",Positive,15:00
582,P1,19/09/2024,"Các y bác sĩ, nhân viên y tế đang làm việc hết mình để chăm sóc sức khỏe cho người dân vùng lũ.",Positive,16:45
583,P2,19/09/2024,"Mưa lũ làm sạt lở nhiều tuyến đê, kè, uy hiếp nghiêm trọng đến an toàn tính mạng và tài sản của người dân.",Negative,18:30
584,P3,20/09/2024,"Cần có quy định cụ thể về trách nhiệm của các chủ đầu tư trong việc đảm bảo an toàn cho các công trình trong mùa mưa bão.",Neutral,20:15
585,P1,20/09/2024,"Nhóm mình đang đi phát mì gói, nước suối cho bà con vùng lũ, bạn nào rảnh thì tham gia cùng.",Positive,22:00
586,P2,20/09/2024,"Nước rút nhưng vẫn còn tình trạng ô nhiễm môi trường, cần phải phun thuốc khử trùng, tiêu độc.",Positive,23:45
587,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành yêu cầu Bộ Công Thương đảm bảo cung ứng đủ điện cho công tác khắc phục hậu quả mưa lũ.",Neutral,08:30
588,P1,21/09/2024,"Các cơ quan, đơn vị, doanh nghiệp trên địa bàn Thành phố Hà Nội đang tích cực quyên góp ủng hộ đồng bào vùng lũ.",Positive,10:15
589,P2,21/09/2024,"Sau đợt mưa lũ này, cần phải có những giải pháp căn cơ hơn để nâng cao khả năng chống chịu của hệ thống cơ sở hạ tầng.",Neutral,12:00
590,P3,17/09/2024,"Sở Lao động - Thương binh và Xã hội Hà Nội đã triển khai các biện pháp đảm bảo an sinh xã hội cho người dân bị ảnh hưởng bởi mưa lũ.",Positive,13:45
591,P1,17/09/2024,"Nước ngập đường, không bắt được xe ôm, phải đi bộ cả chục cây số, mệt quá đi mất.",Negative,15:30
592,P2,17/09/2024,"Mưa to, gió mạnh làm gãy đổ nhiều biển quảng cáo, gây nguy hiểm cho người đi đường.",Negative,17:15
593,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ các hộ dân bị thiệt hại nặng nề về nhà cửa, sớm ổn định chỗ ở.",Neutral,19:00
594,P1,18/09/2024,"Cứu trợ gấp! Nhiều trẻ em, người già ở khu vực Mỹ Đức đang bị sốt, ho, cần được khám, cấp thuốc!",Negative,20:45
595,P2,18/09/2024,"Mưa lớn làm nước sông dâng cao, tàu thuyền di chuyển trên sông gặp rất nhiều khó khăn.",Negative,22:30
596,P3,19/09/2024,"Chủ tịch Quốc hội Vương Đình Huệ đã gửi thư thăm hỏi, động viên tới Đảng bộ, chính quyền và nhân dân các địa phương bị thiệt hại do mưa lũ.",Positive,00:15
597,P1,19/09/2024,"Những nghĩa cử cao đẹp của đồng bào cả nước hướng về vùng lũ thật đáng trân trọng!",Positive,08:00
598,P2,19/09/2024,"Mưa lũ làm nhiều trạm bơm tiêu úng bị hư hỏng, ảnh hưởng đến khả năng tiêu thoát nước.",Negative,09:45
599,P3,20/09/2024,"Cần có chế tài xử lý nghiêm các trường hợp đầu cơ, găm hàng, trục lợi trong thiên tai.",Neutral,11:30
600,P1,20/09/2024,"Có ai biết ở đâu đang phát cháo miễn phí không, nhà mình hết sạch đồ ăn, các con đang đói.",Negative,13:15
601,P2,20/09/2024,"Sau mưa lũ, dịch bệnh có nguy cơ bùng phát, người dân cần chú ý thực hiện các biện pháp phòng, chống.",Positive,15:00
602,P3,21/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh chỉ đạo Bộ Nông nghiệp và Phát triển nông thôn phối hợp với các địa phương kiểm tra, rà soát hệ thống đê điều, hồ đập.",Neutral,16:45
603,P1,21/09/2024,"Các tổ chức phi chính phủ đang tích cực triển khai các hoạt động cứu trợ, giúp đỡ người dân vùng lũ.",Positive,18:30
604,P2,21/09/2024,"Chúng ta cần phải thay đổi tư duy, chuyển từ ứng phó bị động sang chủ động phòng ngừa, thích ứng với thiên tai.",Neutral,20:15
605,P3,17/09/2024,"Bộ Thông tin và Truyền thông đã chỉ đạo các doanh nghiệp viễn thông đảm bảo thông tin liên lạc thông suốt, phục vụ công tác chỉ đạo, điều hành ứng phó mưa lũ.",Positive,22:00
606,P1,17/09/2024,"Mưa to, nước ngập đường, mình bị trượt chân ngã, ướt hết cả người và đồ đạc, xui quá!",Negative,23:45
607,P2,17/09/2024,"Mưa lớn gây ảnh hưởng đến các hoạt động văn hóa, thể thao, nhiều sự kiện bị hoãn, hủy.",Negative,08:30
608,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ các trường học bị hư hỏng cơ sở vật chất, trang thiết bị dạy học do mưa lũ.",Neutral,10:15
609,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Thường Tín đang bị mắc kẹt trên mái nhà, không có nước uống!",Negative,12:00
610,P2,18/09/2024,"Mưa lớn làm sạt lở nhiều tuyến đường giao thông quan trọng, gây ách tắc giao thông nghiêm trọng.",Negative,13:45
611,P3,19/09/2024,"Tổng Bí thư, Chủ tịch nước Nguyễn Phú Trọng đã có các cuộc điện đàm với lãnh đạo các địa phương, chỉ đạo công tác ứng phó, khắc phục hậu quả mưa lũ.",Positive,15:30
612,P1,19/09/2024,"Các chiến sĩ Quân đội nhân dân Việt Nam luôn là lực lượng nòng cốt, xung kích trong công tác phòng, chống thiên tai, tìm kiếm cứu nạn.",Positive,17:15
613,P2,19/09/2024,"Mưa lũ làm nhiều cơ sở sản xuất, kinh doanh bị đình trệ, gây thiệt hại lớn về kinh tế.",Negative,19:00
614,P3,20/09/2024,"Cần có biện pháp quản lý chặt chẽ việc xả thải ra môi trường, đặc biệt là sau mưa lũ.",Neutral,20:45
615,P1,20/09/2024,"Hội Chữ thập đỏ đang phát động phong trào quyên góp “Vì đồng bào vùng lũ”, mọi người cùng tham gia nhé.",Positive,22:30
616,P2,20/09/2024,"Nước rút để lại một lượng lớn rác thải, gây ô nhiễm môi trường và mất mỹ quan.",Negative,00:15
617,P3,21/09/2024,"Thủ tướng Chính phủ chỉ đạo Bộ Y tế hỗ trợ các địa phương về nhân lực, vật tư y tế để phòng, chống dịch bệnh sau lũ.",Positive,08:00
618,P1,21/09/2024,"Các doanh nghiệp bảo hiểm đang khẩn trương tiến hành bồi thường thiệt hại cho người dân bị ảnh hưởng bởi mưa lũ.",Positive,09:45
619,P2,21/09/2024,"Chúng ta cần đẩy mạnh nghiên cứu, ứng dụng khoa học công nghệ vào công tác phòng, chống thiên tai.",Neutral,11:30
620,P3,17/09/2024,"Hội Nông dân Thành phố Hà Nội đã vận động hội viên tham gia hỗ trợ các gia đình bị thiệt hại do mưa lũ.",Positive,13:15
621,P1,17/09/2024,"Trời mưa tầm tã, lại mất điện, không biết làm gì, chán quá!",Negative,15:00
622,P2,17/09/2024,"Mưa lớn gây ngập úng nhiều khu vực trồng rau xanh, ảnh hưởng đến nguồn cung rau cho thành phố.",Negative,16:45
623,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ các hộ dân bị mất trắng gia súc, gia cầm do lũ cuốn.",Neutral,18:30
624,P1,18/09/2024,"Cứu trợ gấp! Nhiều người già, trẻ em ở khu vực Ba Vì đang bị đói, rét, cần được giúp đỡ!",Negative,20:15
625,P2,18/09/2024,"Nước sông tích dâng cao, tràn vào nhiều nhà dân, nhiều tài sản có giá trị bị hư hỏng.",Negative,22:00
626,P3,19/09/2024,"Thủ tướng Chính phủ Nguyễn Xuân Phúc đã có thư khen ngợi các lực lượng tham gia ứng phó, khắc phục hậu quả mưa lũ.",Positive,23:45
627,P1,19/09/2024,"Những tấm gương dũng cảm cứu người, quên mình trong mưa lũ cần được tuyên dương, nhân rộng.",Positive,08:30
628,P2,19/09/2024,"Mưa lũ làm nhiều công trình y tế bị hư hỏng, ảnh hưởng đến công tác khám, chữa bệnh cho người dân.",Negative,10:15
629,P3,20/09/2024,"Cần có biện pháp kiểm soát dịch bệnh trên đàn gia súc, gia cầm sau mưa lũ.",Neutral,12:00
630,P1,20/09/2024,"Sinh viên các trường đại học, cao đẳng trên địa bàn Hà Nội đang tình nguyện tham gia dọn dẹp vệ sinh môi trường sau lũ.",Positive,13:45
631,P2,20/09/2024,"Nước rút, lộ ra nhiều hố sâu nguy hiểm trên các tuyến đường, người dân cần cẩn thận khi di chuyển.",Negative,15:30
632,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành chỉ đạo Bộ Giao thông Vận tải khẩn trương sửa chữa, khắc phục các tuyến đường bị sạt lở, đảm bảo giao thông thông suốt.",Neutral,17:15
633,P1,21/09/2024,"Các tổ chức nhân đạo quốc tế đang triển khai các hoạt động cứu trợ khẩn cấp cho người dân vùng lũ tại Hà Nội.",Positive,19:00
634,P2,21/09/2024,"Chúng ta cần tăng cường trồng rừng, bảo vệ rừng đầu nguồn để giảm thiểu tác động của lũ lụt.",Neutral,20:45
635,P3,17/09/2024,"Sở Công Thương Hà Nội đã chỉ đạo các doanh nghiệp chuẩn bị đầy đủ hàng hóa thiết yếu, sẵn sàng cung ứng cho người dân khi có yêu cầu.",Positive,22:30
636,P1,17/09/2024,"Mưa to quá, nước tràn vào nhà, phải di chuyển đồ đạc lên cao, vất vả quá!",Negative,00:15
637,P2,17/09/2024,"Mưa lớn gây khó khăn cho việc thu hoạch lúa và hoa màu của bà con nông dân.",Negative,08:00
638,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ cho các hộ dân bị thiệt hại do sạt lở đất.",Neutral,09:45
639,P1,18/09/2024,"Cần cứu trợ khẩn cấp lương thực, nước uống và thuốc men!",Negative,11:30
640,P2,18/09/2024,"Nước sông Hồng dâng cao, chảy xiết, đe dọa nghiêm trọng đến an toàn của hệ thống đê điều.",Negative,13:15
641,P3,19/09/2024,"Chủ tịch Quốc hội Vương Đình Huệ đã đến thăm hỏi, động viên và tặng quà cho các hộ dân bị thiệt hại do mưa lũ tại Hà Nội.",Positive,15:00
642,P1,19/09/2024,"Lực lượng Công an nhân dân luôn là chỗ dựa vững chắc cho nhân dân trong lúc khó khăn, hoạn nạn.",Positive,16:45
643,P2,19/09/2024,"Mưa lũ làm nhiều doanh nghiệp phải tạm ngừng hoạt động, ảnh hưởng lớn đến chuỗi cung ứng.",Negative,18:30
644,P3,20/09/2024,"Cần có biện pháp đảm bảo an toàn cho người và phương tiện khi tham gia giao thông trong điều kiện mưa lũ.",Neutral,20:15
645,P1,20/09/2024,"Hội Liên hiệp Phụ nữ các cấp đang tích cực tham gia hỗ trợ người dân dọn dẹp vệ sinh môi trường sau khi nước rút.",Positive,22:00
646,P2,20/09/2024,"Nước rút nhưng nguy cơ sạt lở đất vẫn còn, người dân ở các khu vực ven sông, ven núi cần hết sức đề phòng.",Negative,23:45
647,P3,21/09/2024,"Thủ tướng Chính phủ yêu cầu Bộ Nông nghiệp và Phát triển nông thôn rà soát, đánh giá lại quy hoạch thủy lợi, đảm bảo an toàn cho sản xuất và dân sinh.",Neutral,08:30
648,P1,21/09/2024,"Các cơ quan chức năng đang khẩn trương thống kê thiệt hại do mưa lũ, để có biện pháp hỗ trợ kịp thời cho người dân.",Neutral,10:15
649,P2,21/09/2024,"Sau đợt mưa lũ này, chúng ta cần tăng cường hơn nữa công tác giáo dục, nâng cao nhận thức cộng đồng về phòng, chống thiên tai.",Neutral,12:00
650,P3,17/09/2024,"Bộ Tư lệnh Thủ đô đã huy động hàng nghìn cán bộ, chiến sĩ tham gia giúp dân chống lũ.",Positive,13:45
651,P1,17/09/2024,"Trời mưa to, đường ngập, mình không dám ra đường, sợ quá!",Negative,15:30
652,P2,17/09/2024,"Mưa lớn khiến mực nước các sông hồ dâng cao, nhiều khu vực trũng thấp bị ngập sâu trong nước.",Negative,17:15
653,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ người dân mua bảo hiểm cho nhà cửa, tài sản để giảm thiểu thiệt hại khi có thiên tai.",Neutral,19:00
654,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều hộ gia đình ở khu vực Sơn Tây đang bị cô lập, thiếu thốn đủ thứ.",Negative,20:45
655,P2,18/09/2024,"Mưa lớn kéo dài, nước từ thượng nguồn đổ về khiến mực nước các sông dâng cao đột biến, vượt mức báo động lịch sử.",Negative,22:30
656,P3,19/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh chỉ đạo các địa phương không được lơ là, chủ quan, phải tiếp tục theo dõi sát diễn biến mưa lũ.",Neutral,00:15
657,P1,19/09/2024,"Cảm ơn Đảng, Nhà nước và các lực lượng chức năng đã luôn quan tâm, chăm lo, bảo vệ cuộc sống của nhân dân.",Positive,08:00
658,P2,19/09/2024,"Mưa lũ làm nhiều tuyến đường liên thôn, liên xã bị hư hỏng, gây khó khăn cho việc đi lại, vận chuyển hàng hóa.",Negative,09:45
659,P3,20/09/2024,"Cần có biện pháp phòng, chống dịch bệnh cho đàn vật nuôi sau mưa lũ.",Neutral,11:30
660,P1,20/09/2024,"Đoàn viên, thanh niên đang tích cực tham gia hỗ trợ các gia đình chính sách, người già neo đơn khắc phục hậu quả mưa lũ.",Positive,13:15
661,P2,20/09/2024,"Nước rút nhưng vẫn tiềm ẩn nguy cơ mất an toàn giao thông do đường sá bị hư hỏng, sạt lở.",Negative,15:00
662,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành chỉ đạo Bộ Tài chính xuất cấp gạo dự trữ quốc gia để hỗ trợ cho các hộ dân bị thiếu đói do mưa lũ.",Positive,16:45
663,P1,21/09/2024,"Các cơ sở y tế trên địa bàn Thành phố Hà Nội đã sẵn sàng nhân lực, vật tư để tiếp nhận, điều trị cho các trường hợp bị thương do mưa lũ.",Positive,18:30
664,P2,21/09/2024,"Chúng ta cần phải đẩy mạnh ứng dụng khoa học – công nghệ trong dự báo, cảnh báo, và phòng chống, giảm nhẹ rủi ro thiên tai.",Neutral,20:15
665,P3,17/09/2024,"Ủy ban Mặt trận Tổ quốc Việt Nam thành phố Hà Nội đã phát động đợt cao điểm quyên góp ủng hộ đồng bào bị thiệt hại do mưa lũ.",Positive,22:00
666,P1,17/09/2024,"Trời mưa to thế này, các bạn shipper vất vả và nguy hiểm quá, thương thật!",Negative,23:45
667,P2,17/09/2024,"Mưa lớn làm sạt lở taluy, uy hiếp an toàn của nhiều hộ dân ven đồi, núi.",Negative,08:30
668,P3,18/09/2024,"Chính quyền cần có biện pháp hỗ trợ các hộ dân có nhà bị hư hỏng nặng, không còn nơi ở.",Neutral,10:15
669,P1,18/09/2024,"Cần cứu trợ gấp! Nhiều người dân ở khu vực Phú Xuyên đang bị cô lập trên các gò cao, không có nước sạch để dùng.",Negative,12:00
670,P2,18/09/2024,"Nước sông Tích dâng cao, tràn qua đê, gây ngập lụt nhiều xã của huyện Quốc Oai.",Negative,13:45
671,P3,19/09/2024,"Chủ tịch nước Nguyễn Xuân Phúc đã có các cuộc điện đàm với lãnh đạo các tỉnh, thành phố trực thuộc Trung ương để chỉ đạo công tác ứng phó, khắc phục hậu quả thiên tai.",Positive,15:30
672,P1,19/09/2024,"Lực lượng Quân đội nhân dân Việt Nam luôn là lực lượng xung kích, nòng cốt, có mặt ở những nơi khó khăn nhất, nguy hiểm nhất trong phòng, chống thiên tai.",Positive,17:15
673,P2,19/09/2024,"Mưa lũ làm nhiều cơ sở giáo dục bị hư hỏng, ảnh hưởng đến kế hoạch năm học mới.",Negative,19:00
674,P3,20/09/2024,"Cần có biện pháp đảm bảo an toàn cho công nhân thi công trên các công trường trong điều kiện mưa bão.",Neutral,20:45
675,P1,20/09/2024,"Sinh viên tình nguyện đang giúp các cụ già neo đơn dọn dẹp nhà cửa sau khi nước rút.",Positive,22:30
676,P2,20/09/2024,"Sau khi nước rút, người dân cần khẩn trương vệ sinh nhà cửa, thu gom, xử lý rác thải, tránh phát sinh dịch bệnh.",Positive,00:15
677,P3,21/09/2024,"Thủ tướng Chính phủ yêu cầu các Bộ, ngành, địa phương tập trung hỗ trợ người dân khôi phục sản xuất sau lũ.",Positive,08:00
678,P1,21/09/2024,"Các tổ chức tài chính, tín dụng đang triển khai các chương trình cho vay ưu đãi để hỗ trợ người dân vùng lũ tái thiết sản xuất.",Positive,09:45
679,P2,21/09/2024,"Chúng ta cần phải thay đổi tư duy, chuyển từ ứng phó bị động sang chủ động phòng ngừa, thích ứng với thiên tai.",Neutral,11:30
680,P3,17/09/2024,"Bộ Giao thông Vận tải đã chỉ đạo Tổng cục Đường bộ Việt Nam và các đơn vị liên quan khẩn trương khắc phục các điểm sạt lở, hư hỏng kết cấu hạ tầng giao thông.",Neutral,13:15
681,P1,17/09/2024,"Trời mưa, nước ngập, xe buýt chạy chậm, mình phải chờ xe lâu quá!",Negative,15:00
682,P3,17/09/2024,"Đoàn Thanh niên các cấp đã thành lập các đội hình thanh niên xung kích, sẵn sàng tham gia ứng phó với mưa lũ.",Positive,16:45
683,P1,17/09/2024,"Trời mưa to thế này, thương các em nhỏ vùng cao quá, không biết có đủ áo ấm để mặc không.",Negative,18:30
684,P2,17/09/2024,"Mưa lớn gây ngập úng nhiều hầm chui, các phương tiện cần chú ý quan sát, đảm bảo an toàn.",Negative,20:15
685,P3,18/09/2024,"Chính quyền cần có chính sách hỗ trợ các hộ dân bị mất trắng tài sản do lũ cuốn.",Neutral,22:00
686,P1,18/09/2024,"Cần cứu trợ khẩn cấp cho bà con ở khu vực Mỹ Đức, nhiều gia đình đang bị đói!",Negative,23:45
687,P2,18/09/2024,"Nước sông Đáy lên nhanh, tràn vào nhiều cánh đồng, gây ngập úng, thiệt hại nặng nề cho sản xuất nông nghiệp.",Negative,08:30
688,P3,19/09/2024,"Phó Thủ tướng Thường trực Chính phủ Phạm Bình Minh đã chủ trì cuộc họp trực tuyến với các Bộ, ngành, địa phương để triển khai công tác ứng phó, khắc phục hậu quả mưa lũ.",Positive,10:15
689,P1,19/09/2024,"Những hành động dũng cảm, quên mình của các cán bộ, chiến sĩ trong cứu hộ, cứu nạn thật đáng khâm phục và tự hào!",Positive,12:00
690,P2,19/09/2024,"Mưa lũ làm hư hỏng nhiều trạm y tế xã, gây khó khăn cho việc chăm sóc sức khỏe người dân.",Negative,13:45
691,P3,20/09/2024,"Cần có biện pháp xử lý nghiêm các đối tượng lợi dụng tình hình mưa lũ để nâng giá các mặt hàng thiết yếu.",Neutral,15:30
692,P1,20/09/2024,"Các tổ chức chính trị - xã hội đang tích cực vận động đoàn viên, hội viên tham gia hỗ trợ các gia đình bị ảnh hưởng bởi mưa lũ.",Positive,17:15
693,P2,20/09/2024,"Nước rút nhưng vẫn còn tình trạng ô nhiễm nguồn nước, người dân cần chú ý sử dụng nước sạch, đảm bảo vệ sinh.",Positive,19:00
694,P3,21/09/2024,"Phó Thủ tướng Lê Văn Thành yêu cầu Bộ Xây dựng hướng dẫn các địa phương kiểm tra, đánh giá mức độ an toàn của các công trình sau mưa lũ.",Neutral,20:45
695,P1,21/09/2024,"Các doanh nghiệp lữ hành, du lịch đã và đang chủ động điều chỉnh kế hoạch, chương trình du lịch, đảm bảo an toàn cho du khách, đồng thời triển khai các hoạt động hỗ trợ cộng đồng.",Positive,22:30
